	run ID	name	method	date run	command-line
50	51	2e21dcb7e04a04be6ac7778ba5db4e8f	ANIm	2023-02-09 19:56:44.432361	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/2e21dcb7e04a04be6ac7778ba5db4e8f -o genome_clusters/2e21dcb7e04a04be6ac7778ba5db4e8f/output -v -l genome_clusters/2e21dcb7e04a04be6ac7778ba5db4e8f/output.log --name 2e21dcb7e04a04be6ac7778ba5db4e8f --labels genome_clusters/2e21dcb7e04a04be6ac7778ba5db4e8f/labels.txt --classes genome_clusters/2e21dcb7e04a04be6ac7778ba5db4e8f/classes.txt
51	52	2e5b4802076c4e0555a80ef2eebdd9ff	ANIm	2023-02-09 19:57:07.043144	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/2e5b4802076c4e0555a80ef2eebdd9ff -o genome_clusters/2e5b4802076c4e0555a80ef2eebdd9ff/output -v -l genome_clusters/2e5b4802076c4e0555a80ef2eebdd9ff/output.log --name 2e5b4802076c4e0555a80ef2eebdd9ff --labels genome_clusters/2e5b4802076c4e0555a80ef2eebdd9ff/labels.txt --classes genome_clusters/2e5b4802076c4e0555a80ef2eebdd9ff/classes.txt
52	53	2e905af21eb02755ccc0c399c4b6f829	ANIm	2023-02-09 19:57:28.619545	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/2e905af21eb02755ccc0c399c4b6f829 -o genome_clusters/2e905af21eb02755ccc0c399c4b6f829/output -v -l genome_clusters/2e905af21eb02755ccc0c399c4b6f829/output.log --name 2e905af21eb02755ccc0c399c4b6f829 --labels genome_clusters/2e905af21eb02755ccc0c399c4b6f829/labels.txt --classes genome_clusters/2e905af21eb02755ccc0c399c4b6f829/classes.txt
53	54	2f4e0af11df2c125425113e6ddce7443	ANIm	2023-02-09 19:58:07.990196	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/2f4e0af11df2c125425113e6ddce7443 -o genome_clusters/2f4e0af11df2c125425113e6ddce7443/output -v -l genome_clusters/2f4e0af11df2c125425113e6ddce7443/output.log --name 2f4e0af11df2c125425113e6ddce7443 --labels genome_clusters/2f4e0af11df2c125425113e6ddce7443/labels.txt --classes genome_clusters/2f4e0af11df2c125425113e6ddce7443/classes.txt
54	55	2f6c8a58e7b5eb556315ce512c3b181d	ANIm	2023-02-09 19:58:34.564343	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/2f6c8a58e7b5eb556315ce512c3b181d -o genome_clusters/2f6c8a58e7b5eb556315ce512c3b181d/output -v -l genome_clusters/2f6c8a58e7b5eb556315ce512c3b181d/output.log --name 2f6c8a58e7b5eb556315ce512c3b181d --labels genome_clusters/2f6c8a58e7b5eb556315ce512c3b181d/labels.txt --classes genome_clusters/2f6c8a58e7b5eb556315ce512c3b181d/classes.txt
55	56	2f73d0526850c68ee1dc448aa8814dfa	ANIm	2023-02-09 19:58:41.013902	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/2f73d0526850c68ee1dc448aa8814dfa -o genome_clusters/2f73d0526850c68ee1dc448aa8814dfa/output -v -l genome_clusters/2f73d0526850c68ee1dc448aa8814dfa/output.log --name 2f73d0526850c68ee1dc448aa8814dfa --labels genome_clusters/2f73d0526850c68ee1dc448aa8814dfa/labels.txt --classes genome_clusters/2f73d0526850c68ee1dc448aa8814dfa/classes.txt
56	57	2fb1f6a715818dec6336d44f47c2fa77	ANIm	2023-02-09 19:59:22.005845	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/2fb1f6a715818dec6336d44f47c2fa77 -o genome_clusters/2fb1f6a715818dec6336d44f47c2fa77/output -v -l genome_clusters/2fb1f6a715818dec6336d44f47c2fa77/output.log --name 2fb1f6a715818dec6336d44f47c2fa77 --labels genome_clusters/2fb1f6a715818dec6336d44f47c2fa77/labels.txt --classes genome_clusters/2fb1f6a715818dec6336d44f47c2fa77/classes.txt
57	58	3043011e9b2dec6b9dbdc52f319a15b9	ANIm	2023-02-09 20:00:10.570757	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/3043011e9b2dec6b9dbdc52f319a15b9 -o genome_clusters/3043011e9b2dec6b9dbdc52f319a15b9/output -v -l genome_clusters/3043011e9b2dec6b9dbdc52f319a15b9/output.log --name 3043011e9b2dec6b9dbdc52f319a15b9 --labels genome_clusters/3043011e9b2dec6b9dbdc52f319a15b9/labels.txt --classes genome_clusters/3043011e9b2dec6b9dbdc52f319a15b9/classes.txt
58	59	30ce14f1e9ebf32515d30a9c3efdbbe5	ANIm	2023-02-09 20:00:29.318295	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/30ce14f1e9ebf32515d30a9c3efdbbe5 -o genome_clusters/30ce14f1e9ebf32515d30a9c3efdbbe5/output -v -l genome_clusters/30ce14f1e9ebf32515d30a9c3efdbbe5/output.log --name 30ce14f1e9ebf32515d30a9c3efdbbe5 --labels genome_clusters/30ce14f1e9ebf32515d30a9c3efdbbe5/labels.txt --classes genome_clusters/30ce14f1e9ebf32515d30a9c3efdbbe5/classes.txt
59	60	30db05e6854e444cd57c4651b4a6173d	ANIm	2023-02-09 20:00:57.270636	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/30db05e6854e444cd57c4651b4a6173d -o genome_clusters/30db05e6854e444cd57c4651b4a6173d/output -v -l genome_clusters/30db05e6854e444cd57c4651b4a6173d/output.log --name 30db05e6854e444cd57c4651b4a6173d --labels genome_clusters/30db05e6854e444cd57c4651b4a6173d/labels.txt --classes genome_clusters/30db05e6854e444cd57c4651b4a6173d/classes.txt
60	61	312b9a0f736107c74cb5314093b67290	ANIm	2023-02-09 20:02:11.989401	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/312b9a0f736107c74cb5314093b67290 -o genome_clusters/312b9a0f736107c74cb5314093b67290/output -v -l genome_clusters/312b9a0f736107c74cb5314093b67290/output.log --name 312b9a0f736107c74cb5314093b67290 --labels genome_clusters/312b9a0f736107c74cb5314093b67290/labels.txt --classes genome_clusters/312b9a0f736107c74cb5314093b67290/classes.txt
61	62	3246fac2a5fd34b03bd06a150b18e4bc	ANIm	2023-02-09 20:02:36.165901	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/3246fac2a5fd34b03bd06a150b18e4bc -o genome_clusters/3246fac2a5fd34b03bd06a150b18e4bc/output -v -l genome_clusters/3246fac2a5fd34b03bd06a150b18e4bc/output.log --name 3246fac2a5fd34b03bd06a150b18e4bc --labels genome_clusters/3246fac2a5fd34b03bd06a150b18e4bc/labels.txt --classes genome_clusters/3246fac2a5fd34b03bd06a150b18e4bc/classes.txt
62	63	32a2ddb686a40e493d42b5e9154f1a49	ANIm	2023-02-09 20:02:58.803661	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/32a2ddb686a40e493d42b5e9154f1a49 -o genome_clusters/32a2ddb686a40e493d42b5e9154f1a49/output -v -l genome_clusters/32a2ddb686a40e493d42b5e9154f1a49/output.log --name 32a2ddb686a40e493d42b5e9154f1a49 --labels genome_clusters/32a2ddb686a40e493d42b5e9154f1a49/labels.txt --classes genome_clusters/32a2ddb686a40e493d42b5e9154f1a49/classes.txt
63	64	341585998fa34e81df9fe858dd4a8b57	ANIm	2023-02-09 20:04:38.440173	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/341585998fa34e81df9fe858dd4a8b57 -o genome_clusters/341585998fa34e81df9fe858dd4a8b57/output -v -l genome_clusters/341585998fa34e81df9fe858dd4a8b57/output.log --name 341585998fa34e81df9fe858dd4a8b57 --labels genome_clusters/341585998fa34e81df9fe858dd4a8b57/labels.txt --classes genome_clusters/341585998fa34e81df9fe858dd4a8b57/classes.txt
64	65	36034e81b456533850794c1157188c14	ANIm	2023-02-09 20:05:04.748252	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/36034e81b456533850794c1157188c14 -o genome_clusters/36034e81b456533850794c1157188c14/output -v -l genome_clusters/36034e81b456533850794c1157188c14/output.log --name 36034e81b456533850794c1157188c14 --labels genome_clusters/36034e81b456533850794c1157188c14/labels.txt --classes genome_clusters/36034e81b456533850794c1157188c14/classes.txt
65	66	37b95bfe2b9c8d740e1e08653a13f71c	ANIm	2023-02-09 20:05:48.751037	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/37b95bfe2b9c8d740e1e08653a13f71c -o genome_clusters/37b95bfe2b9c8d740e1e08653a13f71c/output -v -l genome_clusters/37b95bfe2b9c8d740e1e08653a13f71c/output.log --name 37b95bfe2b9c8d740e1e08653a13f71c --labels genome_clusters/37b95bfe2b9c8d740e1e08653a13f71c/labels.txt --classes genome_clusters/37b95bfe2b9c8d740e1e08653a13f71c/classes.txt
66	67	37c15ef9c978b10606288ca8c841d81c	ANIm	2023-02-09 20:05:55.213948	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/37c15ef9c978b10606288ca8c841d81c -o genome_clusters/37c15ef9c978b10606288ca8c841d81c/output -v -l genome_clusters/37c15ef9c978b10606288ca8c841d81c/output.log --name 37c15ef9c978b10606288ca8c841d81c --labels genome_clusters/37c15ef9c978b10606288ca8c841d81c/labels.txt --classes genome_clusters/37c15ef9c978b10606288ca8c841d81c/classes.txt
67	68	38f70b771cd0d5dc8e4332eac7031040	ANIm	2023-02-09 20:06:20.740766	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/38f70b771cd0d5dc8e4332eac7031040 -o genome_clusters/38f70b771cd0d5dc8e4332eac7031040/output -v -l genome_clusters/38f70b771cd0d5dc8e4332eac7031040/output.log --name 38f70b771cd0d5dc8e4332eac7031040 --labels genome_clusters/38f70b771cd0d5dc8e4332eac7031040/labels.txt --classes genome_clusters/38f70b771cd0d5dc8e4332eac7031040/classes.txt
68	69	3934356a9386402c7ba3870de4cbe780	ANIm	2023-02-09 20:06:51.197559	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/3934356a9386402c7ba3870de4cbe780 -o genome_clusters/3934356a9386402c7ba3870de4cbe780/output -v -l genome_clusters/3934356a9386402c7ba3870de4cbe780/output.log --name 3934356a9386402c7ba3870de4cbe780 --labels genome_clusters/3934356a9386402c7ba3870de4cbe780/labels.txt --classes genome_clusters/3934356a9386402c7ba3870de4cbe780/classes.txt
69	70	39452ad3dc572e20ea2eadae8ee67614	ANIm	2023-02-09 20:07:59.587118	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/39452ad3dc572e20ea2eadae8ee67614 -o genome_clusters/39452ad3dc572e20ea2eadae8ee67614/output -v -l genome_clusters/39452ad3dc572e20ea2eadae8ee67614/output.log --name 39452ad3dc572e20ea2eadae8ee67614 --labels genome_clusters/39452ad3dc572e20ea2eadae8ee67614/labels.txt --classes genome_clusters/39452ad3dc572e20ea2eadae8ee67614/classes.txt
70	71	395597460ca1deb119880207742502b9	ANIm	2023-02-09 20:08:23.042582	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/395597460ca1deb119880207742502b9 -o genome_clusters/395597460ca1deb119880207742502b9/output -v -l genome_clusters/395597460ca1deb119880207742502b9/output.log --name 395597460ca1deb119880207742502b9 --labels genome_clusters/395597460ca1deb119880207742502b9/labels.txt --classes genome_clusters/395597460ca1deb119880207742502b9/classes.txt
71	72	3a0b266f7353a364b8ad89ee0670309d	ANIm	2023-02-09 20:08:47.982494	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/3a0b266f7353a364b8ad89ee0670309d -o genome_clusters/3a0b266f7353a364b8ad89ee0670309d/output -v -l genome_clusters/3a0b266f7353a364b8ad89ee0670309d/output.log --name 3a0b266f7353a364b8ad89ee0670309d --labels genome_clusters/3a0b266f7353a364b8ad89ee0670309d/labels.txt --classes genome_clusters/3a0b266f7353a364b8ad89ee0670309d/classes.txt
72	73	3bb42316a1500e7a49601884cc6369b5	ANIm	2023-02-09 20:09:20.252188	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/3bb42316a1500e7a49601884cc6369b5 -o genome_clusters/3bb42316a1500e7a49601884cc6369b5/output -v -l genome_clusters/3bb42316a1500e7a49601884cc6369b5/output.log --name 3bb42316a1500e7a49601884cc6369b5 --labels genome_clusters/3bb42316a1500e7a49601884cc6369b5/labels.txt --classes genome_clusters/3bb42316a1500e7a49601884cc6369b5/classes.txt
73	74	3eb6197abf26f823dacaad6c38e7d8c2	ANIm	2023-02-09 20:09:42.773421	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/3eb6197abf26f823dacaad6c38e7d8c2 -o genome_clusters/3eb6197abf26f823dacaad6c38e7d8c2/output -v -l genome_clusters/3eb6197abf26f823dacaad6c38e7d8c2/output.log --name 3eb6197abf26f823dacaad6c38e7d8c2 --labels genome_clusters/3eb6197abf26f823dacaad6c38e7d8c2/labels.txt --classes genome_clusters/3eb6197abf26f823dacaad6c38e7d8c2/classes.txt
74	75	4085503dfd6c213f36140e6e3133368c	ANIm	2023-02-09 20:11:07.617883	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/4085503dfd6c213f36140e6e3133368c -o genome_clusters/4085503dfd6c213f36140e6e3133368c/output -v -l genome_clusters/4085503dfd6c213f36140e6e3133368c/output.log --name 4085503dfd6c213f36140e6e3133368c --labels genome_clusters/4085503dfd6c213f36140e6e3133368c/labels.txt --classes genome_clusters/4085503dfd6c213f36140e6e3133368c/classes.txt
75	76	41000050a587904530f8a24b415611d2	ANIm	2023-02-09 20:11:46.248813	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/41000050a587904530f8a24b415611d2 -o genome_clusters/41000050a587904530f8a24b415611d2/output -v -l genome_clusters/41000050a587904530f8a24b415611d2/output.log --name 41000050a587904530f8a24b415611d2 --labels genome_clusters/41000050a587904530f8a24b415611d2/labels.txt --classes genome_clusters/41000050a587904530f8a24b415611d2/classes.txt
76	77	4207f01a376db5100b1607e5be9b8a71	ANIm	2023-02-09 20:12:23.336699	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/4207f01a376db5100b1607e5be9b8a71 -o genome_clusters/4207f01a376db5100b1607e5be9b8a71/output -v -l genome_clusters/4207f01a376db5100b1607e5be9b8a71/output.log --name 4207f01a376db5100b1607e5be9b8a71 --labels genome_clusters/4207f01a376db5100b1607e5be9b8a71/labels.txt --classes genome_clusters/4207f01a376db5100b1607e5be9b8a71/classes.txt
77	78	42b44e9adadb76921bdbd22d2ee441e3	ANIm	2023-02-09 20:12:42.391624	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/42b44e9adadb76921bdbd22d2ee441e3 -o genome_clusters/42b44e9adadb76921bdbd22d2ee441e3/output -v -l genome_clusters/42b44e9adadb76921bdbd22d2ee441e3/output.log --name 42b44e9adadb76921bdbd22d2ee441e3 --labels genome_clusters/42b44e9adadb76921bdbd22d2ee441e3/labels.txt --classes genome_clusters/42b44e9adadb76921bdbd22d2ee441e3/classes.txt
78	79	434e978ce1a46039b33941bce9245e28	ANIm	2023-02-09 20:13:10.589893	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/434e978ce1a46039b33941bce9245e28 -o genome_clusters/434e978ce1a46039b33941bce9245e28/output -v -l genome_clusters/434e978ce1a46039b33941bce9245e28/output.log --name 434e978ce1a46039b33941bce9245e28 --labels genome_clusters/434e978ce1a46039b33941bce9245e28/labels.txt --classes genome_clusters/434e978ce1a46039b33941bce9245e28/classes.txt
79	80	43aa10362d55f29b49378a26db1caa6a	ANIm	2023-02-09 20:13:38.778945	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/43aa10362d55f29b49378a26db1caa6a -o genome_clusters/43aa10362d55f29b49378a26db1caa6a/output -v -l genome_clusters/43aa10362d55f29b49378a26db1caa6a/output.log --name 43aa10362d55f29b49378a26db1caa6a --labels genome_clusters/43aa10362d55f29b49378a26db1caa6a/labels.txt --classes genome_clusters/43aa10362d55f29b49378a26db1caa6a/classes.txt
80	81	4517cd05fb4514da0bffb9f444973d78	ANIm	2023-02-09 20:14:27.593045	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/4517cd05fb4514da0bffb9f444973d78 -o genome_clusters/4517cd05fb4514da0bffb9f444973d78/output -v -l genome_clusters/4517cd05fb4514da0bffb9f444973d78/output.log --name 4517cd05fb4514da0bffb9f444973d78 --labels genome_clusters/4517cd05fb4514da0bffb9f444973d78/labels.txt --classes genome_clusters/4517cd05fb4514da0bffb9f444973d78/classes.txt
81	82	45bb387877b3a1c2cd6a83dbedc786ab	ANIm	2023-02-09 20:14:52.127825	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/45bb387877b3a1c2cd6a83dbedc786ab -o genome_clusters/45bb387877b3a1c2cd6a83dbedc786ab/output -v -l genome_clusters/45bb387877b3a1c2cd6a83dbedc786ab/output.log --name 45bb387877b3a1c2cd6a83dbedc786ab --labels genome_clusters/45bb387877b3a1c2cd6a83dbedc786ab/labels.txt --classes genome_clusters/45bb387877b3a1c2cd6a83dbedc786ab/classes.txt
82	83	45cbd2d6aa908ec97d7f4cc7006dda06	ANIm	2023-02-09 20:15:16.633186	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/45cbd2d6aa908ec97d7f4cc7006dda06 -o genome_clusters/45cbd2d6aa908ec97d7f4cc7006dda06/output -v -l genome_clusters/45cbd2d6aa908ec97d7f4cc7006dda06/output.log --name 45cbd2d6aa908ec97d7f4cc7006dda06 --labels genome_clusters/45cbd2d6aa908ec97d7f4cc7006dda06/labels.txt --classes genome_clusters/45cbd2d6aa908ec97d7f4cc7006dda06/classes.txt
83	84	45fb8cb782f7859dcea77910d5edd90c	ANIm	2023-02-09 20:16:05.123677	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/45fb8cb782f7859dcea77910d5edd90c -o genome_clusters/45fb8cb782f7859dcea77910d5edd90c/output -v -l genome_clusters/45fb8cb782f7859dcea77910d5edd90c/output.log --name 45fb8cb782f7859dcea77910d5edd90c --labels genome_clusters/45fb8cb782f7859dcea77910d5edd90c/labels.txt --classes genome_clusters/45fb8cb782f7859dcea77910d5edd90c/classes.txt
84	85	479423b065b0485881417de6a067e306	ANIm	2023-02-09 20:16:26.762022	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/479423b065b0485881417de6a067e306 -o genome_clusters/479423b065b0485881417de6a067e306/output -v -l genome_clusters/479423b065b0485881417de6a067e306/output.log --name 479423b065b0485881417de6a067e306 --labels genome_clusters/479423b065b0485881417de6a067e306/labels.txt --classes genome_clusters/479423b065b0485881417de6a067e306/classes.txt
85	86	4812f1faf8eafd513c97d3e99ab5a3ec	ANIm	2023-02-09 20:16:33.044235	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/4812f1faf8eafd513c97d3e99ab5a3ec -o genome_clusters/4812f1faf8eafd513c97d3e99ab5a3ec/output -v -l genome_clusters/4812f1faf8eafd513c97d3e99ab5a3ec/output.log --name 4812f1faf8eafd513c97d3e99ab5a3ec --labels genome_clusters/4812f1faf8eafd513c97d3e99ab5a3ec/labels.txt --classes genome_clusters/4812f1faf8eafd513c97d3e99ab5a3ec/classes.txt
86	87	485817df3afd784789e8c1090d43c412	ANIm	2023-02-09 20:16:59.588372	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/485817df3afd784789e8c1090d43c412 -o genome_clusters/485817df3afd784789e8c1090d43c412/output -v -l genome_clusters/485817df3afd784789e8c1090d43c412/output.log --name 485817df3afd784789e8c1090d43c412 --labels genome_clusters/485817df3afd784789e8c1090d43c412/labels.txt --classes genome_clusters/485817df3afd784789e8c1090d43c412/classes.txt
87	88	4896e9b162055e2d9bc6506aa7050780	ANIm	2023-02-09 20:17:20.794954	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/4896e9b162055e2d9bc6506aa7050780 -o genome_clusters/4896e9b162055e2d9bc6506aa7050780/output -v -l genome_clusters/4896e9b162055e2d9bc6506aa7050780/output.log --name 4896e9b162055e2d9bc6506aa7050780 --labels genome_clusters/4896e9b162055e2d9bc6506aa7050780/labels.txt --classes genome_clusters/4896e9b162055e2d9bc6506aa7050780/classes.txt
88	89	48e170ab56c6209926c3f8d490d4034d	ANIm	2023-02-09 20:17:48.549335	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/48e170ab56c6209926c3f8d490d4034d -o genome_clusters/48e170ab56c6209926c3f8d490d4034d/output -v -l genome_clusters/48e170ab56c6209926c3f8d490d4034d/output.log --name 48e170ab56c6209926c3f8d490d4034d --labels genome_clusters/48e170ab56c6209926c3f8d490d4034d/labels.txt --classes genome_clusters/48e170ab56c6209926c3f8d490d4034d/classes.txt
89	90	4a5e503e9e6d1e4eb2150f313e1f6c96	ANIm	2023-02-09 20:18:24.664112	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/4a5e503e9e6d1e4eb2150f313e1f6c96 -o genome_clusters/4a5e503e9e6d1e4eb2150f313e1f6c96/output -v -l genome_clusters/4a5e503e9e6d1e4eb2150f313e1f6c96/output.log --name 4a5e503e9e6d1e4eb2150f313e1f6c96 --labels genome_clusters/4a5e503e9e6d1e4eb2150f313e1f6c96/labels.txt --classes genome_clusters/4a5e503e9e6d1e4eb2150f313e1f6c96/classes.txt
90	91	4c93fa85cd14cc39840ec4b1f42e7b49	ANIm	2023-02-09 21:06:08.899464	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/4c93fa85cd14cc39840ec4b1f42e7b49 -o genome_clusters/4c93fa85cd14cc39840ec4b1f42e7b49/output -v -l genome_clusters/4c93fa85cd14cc39840ec4b1f42e7b49/output.log --name 4c93fa85cd14cc39840ec4b1f42e7b49 --labels genome_clusters/4c93fa85cd14cc39840ec4b1f42e7b49/labels.txt --classes genome_clusters/4c93fa85cd14cc39840ec4b1f42e7b49/classes.txt
91	92	4e2678be64528963a0c1a1b0d5c131c2	ANIm	2023-02-09 21:14:34.764825	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/4e2678be64528963a0c1a1b0d5c131c2 -o genome_clusters/4e2678be64528963a0c1a1b0d5c131c2/output -v -l genome_clusters/4e2678be64528963a0c1a1b0d5c131c2/output.log --name 4e2678be64528963a0c1a1b0d5c131c2 --labels genome_clusters/4e2678be64528963a0c1a1b0d5c131c2/labels.txt --classes genome_clusters/4e2678be64528963a0c1a1b0d5c131c2/classes.txt
92	93	503d9a782adfe7642864ca76ce19b327	ANIm	2023-02-09 21:14:41.215719	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/503d9a782adfe7642864ca76ce19b327 -o genome_clusters/503d9a782adfe7642864ca76ce19b327/output -v -l genome_clusters/503d9a782adfe7642864ca76ce19b327/output.log --name 503d9a782adfe7642864ca76ce19b327 --labels genome_clusters/503d9a782adfe7642864ca76ce19b327/labels.txt --classes genome_clusters/503d9a782adfe7642864ca76ce19b327/classes.txt
93	94	50c0475659507aecea237a22584b3041	ANIm	2023-02-09 21:15:13.850713	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/50c0475659507aecea237a22584b3041 -o genome_clusters/50c0475659507aecea237a22584b3041/output -v -l genome_clusters/50c0475659507aecea237a22584b3041/output.log --name 50c0475659507aecea237a22584b3041 --labels genome_clusters/50c0475659507aecea237a22584b3041/labels.txt --classes genome_clusters/50c0475659507aecea237a22584b3041/classes.txt
94	95	524f657a506f708037ca17a374580220	ANIm	2023-02-09 21:15:35.209949	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/524f657a506f708037ca17a374580220 -o genome_clusters/524f657a506f708037ca17a374580220/output -v -l genome_clusters/524f657a506f708037ca17a374580220/output.log --name 524f657a506f708037ca17a374580220 --labels genome_clusters/524f657a506f708037ca17a374580220/labels.txt --classes genome_clusters/524f657a506f708037ca17a374580220/classes.txt
95	96	53466105261926502eca5d73e75d26b0	ANIm	2023-02-09 21:15:42.056940	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/53466105261926502eca5d73e75d26b0 -o genome_clusters/53466105261926502eca5d73e75d26b0/output -v -l genome_clusters/53466105261926502eca5d73e75d26b0/output.log --name 53466105261926502eca5d73e75d26b0 --labels genome_clusters/53466105261926502eca5d73e75d26b0/labels.txt --classes genome_clusters/53466105261926502eca5d73e75d26b0/classes.txt
96	97	54be747807a3a35ec4fd8388bdc95f34	ANIm	2023-02-09 21:19:08.311164	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/54be747807a3a35ec4fd8388bdc95f34 -o genome_clusters/54be747807a3a35ec4fd8388bdc95f34/output -v -l genome_clusters/54be747807a3a35ec4fd8388bdc95f34/output.log --name 54be747807a3a35ec4fd8388bdc95f34 --labels genome_clusters/54be747807a3a35ec4fd8388bdc95f34/labels.txt --classes genome_clusters/54be747807a3a35ec4fd8388bdc95f34/classes.txt
97	98	555e4a926300e0f8cc28f6315871b498	ANIm	2023-02-09 21:19:37.004503	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/555e4a926300e0f8cc28f6315871b498 -o genome_clusters/555e4a926300e0f8cc28f6315871b498/output -v -l genome_clusters/555e4a926300e0f8cc28f6315871b498/output.log --name 555e4a926300e0f8cc28f6315871b498 --labels genome_clusters/555e4a926300e0f8cc28f6315871b498/labels.txt --classes genome_clusters/555e4a926300e0f8cc28f6315871b498/classes.txt
98	99	556490987dd18934ff6487e910253300	ANIm	2023-02-09 21:19:58.195076	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/556490987dd18934ff6487e910253300 -o genome_clusters/556490987dd18934ff6487e910253300/output -v -l genome_clusters/556490987dd18934ff6487e910253300/output.log --name 556490987dd18934ff6487e910253300 --labels genome_clusters/556490987dd18934ff6487e910253300/labels.txt --classes genome_clusters/556490987dd18934ff6487e910253300/classes.txt
99	100	56dda9d796e6b8529a26cae5c740b7aa	ANIm	2023-02-09 21:20:30.700268	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/56dda9d796e6b8529a26cae5c740b7aa -o genome_clusters/56dda9d796e6b8529a26cae5c740b7aa/output -v -l genome_clusters/56dda9d796e6b8529a26cae5c740b7aa/output.log --name 56dda9d796e6b8529a26cae5c740b7aa --labels genome_clusters/56dda9d796e6b8529a26cae5c740b7aa/labels.txt --classes genome_clusters/56dda9d796e6b8529a26cae5c740b7aa/classes.txt
100	101	57095868f1642f88277020e1ce21e1f9	ANIm	2023-02-09 21:20:53.310321	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=genome_clusters/57095868f1642f88277020e1ce21e1f9 -o genome_clusters/57095868f1642f88277020e1ce21e1f9/output -v -l genome_clusters/57095868f1642f88277020e1ce21e1f9/output.log --name 57095868f1642f88277020e1ce21e1f9 --labels genome_clusters/57095868f1642f88277020e1ce21e1f9/labels.txt --classes genome_clusters/57095868f1642f88277020e1ce21e1f9/classes.txt
